Label,Average,1,2,3,4
ALL,0.962740249027164,0.945028630191063,0.9655718536555887,0.9769134845310156,0.9634470277309891
B-Alinea,0.8996058710091488,0.9162861491628614,0.871875,0.8981001727115717,0.9121621621621621
B-Amendement,0.9833333333333334,0.9333333333333333,1.0,1.0,1.0
B-Article,0.9421733536868977,0.9679715302491103,0.9057750759878419,0.9574468085106383,0.9375
B-Chapitre,0.9852941176470589,1.0,1.0,1.0,0.9411764705882353
B-Liste,0.9407062983373817,0.927689594356261,0.9404145077720208,0.9447852760736196,0.9499358151476253
B-Pied,0.9958666393386623,0.9915966386554621,1.0,0.991869918699187,1.0
B-Section,0.9825581395348837,0.9302325581395349,1.0,1.0,1.0
B-SousSection,0.9833333333333334,0.9333333333333333,1.0,1.0,1.0
B-TOC,1.0,1.0,1.0,1.0,1.0
B-Tete,1.0,1.0,1.0,1.0,1.0
B-Titre,0.8772716530781047,0.7948717948717949,0.9032258064516129,0.9538461538461539,0.8571428571428572
