Label,Average,1,2,3,4
ALL,0.9340475207635904,0.9258714654579667,0.9258935374895795,0.9554647485967201,0.9289603315100955
B-Alinea,0.8846637873108997,0.8898809523809523,0.8871715610510046,0.8870151770657673,0.8745874587458746
B-Amendement,0.7256410256410256,0.7692307692307693,0.6666666666666666,0.8,0.6666666666666666
B-Article,0.9318364703500133,0.9473684210526315,0.9069767441860465,0.9577464788732394,0.9152542372881356
B-Chapitre,0.9852941176470589,1.0,1.0,1.0,0.9411764705882353
B-Liste,0.9287914227188344,0.9257950530035336,0.9458762886597938,0.911504424778761,0.9319899244332494
B-Pied,0.9978991596638656,0.9915966386554622,1.0,1.0,1.0
B-Section,0.9880952380952381,0.9523809523809523,1.0,1.0,1.0
B-SousSection,0.9701754385964912,0.9333333333333333,0.9473684210526315,1.0,1.0
B-TOC,1.0,1.0,1.0,1.0,1.0
B-Tete,1.0,1.0,1.0,1.0,1.0
B-Titre,0.8621260683760684,0.775,0.8307692307692308,0.9538461538461539,0.8888888888888888
