Label,Average,1,2,3,4
ALL,0.9403150222013987,0.9244039444827844,0.9312426977906854,0.9727962431667575,0.9328172033653676
B-Alinea,0.9005766408472945,0.916030534351145,0.8687782805429864,0.9143835616438356,0.903114186851211
B-Amendement,0.7499999999999999,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666
B-Article,0.9331546746188109,0.951048951048951,0.8988095238095238,0.974910394265233,0.9078498293515358
B-Chapitre,0.9752941176470589,1.0,0.96,1.0,0.9411764705882353
B-Liste,0.9440641497796449,0.9392857142857143,0.9605263157894737,0.9390243902439024,0.9374201787994891
B-Pied,0.9958666393386623,0.9915966386554622,1.0,0.991869918699187,1.0
B-Section,0.9867595818815331,0.975609756097561,1.0,1.0,0.9714285714285714
B-SousSection,0.9686274509803922,0.9333333333333333,1.0,0.9411764705882353,1.0
B-TOC,1.0,1.0,1.0,1.0,1.0
B-Tete,1.0,1.0,1.0,1.0,1.0
B-Titre,0.889121989121989,0.7948717948717948,0.8888888888888888,0.9393939393939394,0.9333333333333333
