page,tag,text,x0,x1,top,doctop,bottom,upright,direction
0,,RÈGLEMENT,292.99,379.35004000000004,67.22627999999997,67.22627999999997,81.26628000000005,True,1
0,,NUMÉRO,382.7758,443.9902,67.22627999999997,67.22627999999997,81.26628000000005,True,1
0,,1215,447.46,477.94696,67.22627999999997,67.22627999999997,81.26628000000005,True,1
0,,pour,244.61,266.66792,95.54527999999993,95.54527999999993,106.5852799999999,True,1
0,,la,272.07752,280.61144,95.54527999999993,95.54527999999993,106.5852799999999,True,1
0,,conception,285.97688,339.1676,95.54527999999993,95.54527999999993,106.5852799999999,True,1
0,,de,344.522,356.79848,95.54527999999993,95.54527999999993,106.5852799999999,True,1
0,,plans,361.90999999999997,388.19624,95.54527999999993,95.54527999999993,106.5852799999999,True,1
0,,et,393.58376,402.79112,95.54527999999993,95.54527999999993,106.5852799999999,True,1
0,,devis,408.21176,433.76936,95.54527999999993,95.54527999999993,106.5852799999999,True,1
0,,pour,439.15688,461.21479999999997,95.54527999999993,95.54527999999993,106.5852799999999,True,1
0,,la,466.50296000000003,475.03688,95.54527999999993,95.54527999999993,106.5852799999999,True,1
0,,réfection,480.58,522.81904,95.54527999999993,95.54527999999993,106.5852799999999,True,1
0,,des,244.61,262.37336,108.29840000000002,108.29840000000002,119.33839999999998,True,1
0,,conduites,268.24664,315.42055999999997,108.29840000000002,108.29840000000002,119.33839999999998,True,1
0,,d’aqueduc,321.15031999999997,371.77975999999995,108.29840000000002,108.29840000000002,119.33839999999998,True,1
0,,sous,377.71,400.99335999999994,108.26527999999996,108.26527999999996,119.30527999999993,True,1
0,,le,406.78,415.31392,108.26527999999996,108.26527999999996,119.30527999999993,True,1
0,,chemin,421.16511999999994,456.57039999999995,108.26527999999996,108.26527999999996,119.30527999999993,True,1
0,,Deauville,462.42159999999996,507.40959999999995,108.26527999999996,108.26527999999996,119.30527999999993,True,1
0,,et,513.2607999999999,522.4681599999999,108.26527999999996,108.26527999999996,119.30527999999993,True,1
0,,sous,244.61,267.89336,120.86527999999998,120.86527999999998,131.90528000000006,True,1
0,,la,271.01,279.54392,120.86527999999998,120.86527999999998,131.90528000000006,True,1
0,,rue,282.61304,298.63208,120.86527999999998,120.86527999999998,131.90528000000006,True,1
0,,des,301.71224,319.4756,120.86527999999998,120.86527999999998,131.90528000000006,True,1
0,,"Souchets,",322.58887999999996,371.41912,120.86527999999998,120.86527999999998,131.90528000000006,True,1
0,,et,374.57656000000003,383.78392,120.86527999999998,120.86527999999998,131.90528000000006,True,1
0,,pour,386.80888000000004,408.8668,120.86527999999998,120.86527999999998,131.90528000000006,True,1
0,,emprunter,412.00216,462.11271999999997,120.86527999999998,120.86527999999998,131.90528000000006,True,1
0,,une,465.22,483.6016,120.86527999999998,120.86527999999998,131.90528000000006,True,1
0,,somme,486.57136,522.69424,120.86527999999998,120.86527999999998,131.90528000000006,True,1
0,,de,244.61,256.86828,133.4652799999999,133.4652799999999,144.50527999999997,True,1
0,,214,260.09,278.46831999999995,133.4652799999999,133.4652799999999,144.50527999999997,True,1
0,,000$,281.71,306.20824,133.4652799999999,133.4652799999999,144.50527999999997,True,1
0,,afin,309.31,327.06232,133.4652799999999,133.4652799999999,144.50527999999997,True,1
0,,de,330.27496,342.55144,133.4652799999999,133.4652799999999,144.50527999999997,True,1
0,,payer,345.62056,373.07703999999995,133.4652799999999,133.4652799999999,144.50527999999997,True,1
0,,les,376.39,390.43,133.4652799999999,133.4652799999999,144.50527999999997,True,1
0,,honoraires,393.7,445.66527999999994,133.4652799999999,133.4652799999999,144.50527999999997,True,1
0,,"professionnels,",448.74544,522.60304,133.4652799999999,133.4652799999999,144.50527999999997,True,1
0,,incluant,244.61,282.49928,146.18527999999992,146.18527999999992,157.22528,True,1
0,,tous,285.64568,306.54999999999995,146.18527999999992,146.18527999999992,157.22528,True,1
0,,les,309.66328,323.71719999999993,146.18527999999992,146.18527999999992,157.22528,True,1
0,,frais,326.71,347.57559999999995,146.18527999999992,146.18527999999992,157.22528,True,1
0,,"inhérents,",350.68888,398.92912,146.18527999999992,146.18527999999992,157.22528,True,1
0,,les,402.1,416.15392,146.18527999999992,146.18527999999992,157.22528,True,1
0,,taxes,419.22304,445.5424,146.18527999999992,146.18527999999992,157.22528,True,1
0,,et,448.61152000000004,457.81888000000004,146.18527999999992,146.18527999999992,157.22528,True,1
0,,les,460.87696,474.93088,146.18527999999992,146.18527999999992,157.22528,True,1
0,,imprévus,478.0,522.6788799999999,146.18527999999992,146.18527999999992,157.22528,True,1
0,,et,244.61,253.81736,158.78527999999994,158.78527999999994,169.8252799999999,True,1
0,,pour,258.99512,281.05303999999995,158.78527999999994,158.78527999999994,169.8252799999999,True,1
0,,autoriser,286.21976,329.01079999999996,158.78527999999994,158.78527999999994,169.8252799999999,True,1
0,,une,334.1996,352.58119999999997,158.78527999999994,158.78527999999994,169.8252799999999,True,1
0,,dépense,357.70376,399.84344,158.78527999999994,158.78527999999994,169.8252799999999,True,1
0,,ne,405.09848,417.37496,158.78527999999994,158.78527999999994,169.8252799999999,True,1
0,,devant,422.48648,455.44088,158.78527999999994,158.78527999999994,169.8252799999999,True,1
0,,pas,460.64072,478.4040799999999,158.78527999999994,158.78527999999994,169.8252799999999,True,1
0,,excéder,483.42728,522.51992,158.78527999999994,158.78527999999994,169.8252799999999,True,1
0,,214,244.61,262.98832,171.50527999999997,171.50527999999997,182.54527999999993,True,1
0,,000$.,266.09,293.67736,171.50527999999997,171.50527999999997,182.54527999999993,True,1
