page,tag,text,x0,x1,top,doctop,bottom,upright,direction
0,,RÈGLEMENT,287.57,373.928,67.26840000000004,67.26840000000004,81.3084,True,1
0,,1093-2007-1,377.35,454.63624,67.26840000000004,67.26840000000004,81.3084,True,1
0,,concernant,229.13,283.71175999999997,95.57839999999999,95.57839999999999,106.61839999999995,True,1
0,,une,288.75703999999996,307.13864,95.57839999999999,95.57839999999999,106.61839999999995,True,1
0,,modification,312.27224,370.94984,95.57839999999999,95.57839999999999,106.61839999999995,True,1
0,,du,376.08344,388.35992,95.57839999999999,95.57839999999999,106.61839999999995,True,1
0,,règlement,393.47144,442.34551999999996,95.57839999999999,95.57839999999999,106.61839999999995,True,1
0,,«,447.53432,453.67256,95.57839999999999,95.57839999999999,106.61839999999995,True,1
0,,1093-2007,456.91,509.53983999999997,95.55631999999991,95.55631999999991,106.59631999999999,True,1
0,,autorisant,229.13,277.57352,108.27631999999994,108.27631999999994,119.31632000000002,True,1
0,,l’achat,280.59848,312.23911999999996,108.27631999999994,108.27631999999994,119.31632000000002,True,1
0,,d’un,315.38552,336.0523999999999,108.27631999999994,108.27631999999994,119.31632000000002,True,1
0,,camion,339.13255999999996,374.67031999999995,108.27631999999994,108.27631999999994,119.31632000000002,True,1
0,,six,377.73943999999995,391.23031999999995,108.27631999999994,108.27631999999994,119.31632000000002,True,1
0,,roues,394.21111999999994,421.82215999999994,108.27631999999994,108.27631999999994,119.31632000000002,True,1
0,,quatre,424.89127999999994,456.12343999999996,108.27631999999994,108.27631999999994,119.31632000000002,True,1
0,,par,459.09319999999997,474.89143999999993,108.27631999999994,108.27631999999994,119.31632000000002,True,1
0,,quatre,478.03783999999996,509.2479199999999,108.27631999999994,108.27631999999994,119.31632000000002,True,1
0,,Freightliner,229.13,284.15335999999996,120.87631999999996,120.87631999999996,131.91632000000004,True,1
0,,M2-106,296.89351999999997,334.2716,120.87631999999996,120.87631999999996,131.91632000000004,True,1
0,,(2008),346.71368,378.47576,120.87631999999996,120.87631999999996,131.91632000000004,True,1
0,,avec,391.21592,414.38888,120.87631999999996,120.87631999999996,131.91632000000004,True,1
0,,équipement,426.95239999999995,484.39351999999997,120.87631999999996,120.87631999999996,131.91632000000004,True,1
0,,de,497.14471999999995,509.42119999999994,120.87631999999996,120.87631999999996,131.91632000000004,True,1
0,,déneigement,229.13,292.79768,133.47632,133.47632,144.51632000000006,True,1
0,,et,303.0428,312.25016,133.47632,133.47632,144.51632000000006,True,1
0,,benne,322.47319999999996,352.84423999999996,133.47632,133.47632,144.51632000000006,True,1
0,,quatre,363.13352,394.33255999999994,133.47632,133.47632,144.51632000000006,True,1
0,,"saisons,",404.5004,444.77432,133.47632,133.47632,144.51632000000006,True,1
0,,d’un,455.01944000000003,475.80776000000003,133.47632,133.47632,144.51632000000006,True,1
0,,balai,486.086,509.31415999999996,133.47632,133.47632,144.51632000000006,True,1
0,,aspirateur,229.13,278.15863999999993,146.19632000000001,146.19632000000001,157.2363200000001,True,1
0,,sur,287.18935999999997,302.5239199999999,146.19632000000001,146.19632000000001,157.2363200000001,True,1
0,,châssis,311.654,348.25159999999994,146.19632000000001,146.19632000000001,157.2363200000001,True,1
0,,de,357.23815999999994,369.56824,146.19632000000001,146.19632000000001,157.2363200000001,True,1
0,,camion,378.65416,414.19192,146.19632000000001,146.19632000000001,157.2363200000001,True,1
0,,(2008),423.27784,455.03992,146.19632000000001,146.19632000000001,157.2363200000001,True,1
0,,et,464.17,473.23384,146.19632000000001,146.19632000000001,157.2363200000001,True,1
0,,d’une,482.386,509.158,146.19632000000001,146.19632000000001,157.2363200000001,True,1
0,,chargeuse,229.13,280.64264,158.79631999999992,158.79631999999992,169.83632,True,1
0,,rétrocaveuse,288.40376,352.00519999999995,158.79631999999992,158.79631999999992,169.83632,True,1
0,,"(2008),",359.89879999999994,394.76311999999996,158.79631999999992,158.79631999999992,169.83632,True,1
0,,pour,402.71191999999996,424.6263199999999,158.79631999999992,158.79631999999992,169.83632,True,1
0,,le,432.56407999999993,441.09799999999996,158.79631999999992,158.79631999999992,169.83632,True,1
0,,service,448.85911999999996,483.66823999999997,158.79631999999992,158.79631999999992,169.83632,True,1
0,,des,491.56183999999996,509.32519999999994,158.79631999999992,158.79631999999992,169.83632,True,1
0,,travaux,229.13,265.37431999999995,171.51631999999995,171.51631999999995,182.55632000000003,True,1
0,,publics,269.77927999999997,303.98119999999994,171.51631999999995,171.51631999999995,182.55632000000003,True,1
0,,de,308.52968,320.80616,171.51631999999995,171.51631999999995,182.55632000000003,True,1
0,,la,325.32151999999996,333.85544,171.51631999999995,171.51631999999995,182.55632000000003,True,1
0,,Ville,338.38183999999995,359.02663999999993,171.51631999999995,171.51631999999995,182.55632000000003,True,1
0,,de,363.55303999999995,375.82951999999995,171.51631999999995,171.51631999999995,182.55632000000003,True,1
0,,"Sainte-Adèle,",380.34488,446.55591999999996,171.51631999999995,171.51631999999995,182.55632000000003,True,1
0,,le,451.13752,459.67143999999996,171.51631999999995,171.51631999999995,182.55632000000003,True,1
0,,paiement,464.19784,509.39559999999994,171.51631999999995,171.51631999999995,182.55632000000003,True,1
0,,de,229.13,241.40648,184.11631999999997,184.11631999999997,195.15632000000005,True,1
0,,tous,244.83992,265.71655999999996,184.11631999999997,184.11631999999997,195.15632000000005,True,1
0,,les,269.18312,283.23704,184.11631999999997,184.11631999999997,195.15632000000005,True,1
0,,frais,286.68152,307.43672,184.11631999999997,184.11631999999997,195.15632000000005,True,1
