Label ,Average             ,1                    ,2                  ,3                  ,4
ALL   ,0.8213506153537866  ,0.6635980499169745   ,0.9273576746034019 ,0.7972040439760928 ,0.8972426929186774
B     ,0.9701745922029832  ,0.9675675675675676   ,0.9657170449058426 ,0.9765208110992528 ,0.9708929452392698
I     ,0.9975673235695733  ,0.9950575680988487   ,0.9981741607225454 ,0.998424654162359  ,0.9986129112945403
O     ,0.49630993028880355 ,0.028169014084507043 ,0.8181818181818181 ,0.4166666666666667 ,0.7222222222222222
